Fecha,Producto,Demanda_Diaria
2026-01-07,Cafe_Grano_1kg,11
2026-01-07,Vasos_Descartables_8oz,188
2026-01-07,Leche_Almendra_1L,26
2026-01-07,Azucar_Blanca_500g,4
2026-01-07,Jarabe_Vainilla,7
2026-01-08,Cafe_Grano_1kg,21
2026-01-08,Vasos_Descartables_8oz,202
2026-01-08,Leche_Almendra_1L,29
2026-01-08,Azucar_Blanca_500g,6
2026-01-08,Jarabe_Vainilla,4
2026-01-09,Cafe_Grano_1kg,21
2026-01-09,Vasos_Descartables_8oz,214
2026-01-09,Leche_Almendra_1L,27
2026-01-09,Azucar_Blanca_500g,5
2026-01-09,Jarabe_Vainilla,1
2026-01-10,Cafe_Grano_1kg,15
2026-01-10,Vasos_Descartables_8oz,204
2026-01-10,Leche_Almendra_1L,27
2026-01-10,Azucar_Blanca_500g,6
2026-01-10,Jarabe_Vainilla,1
2026-01-11,Cafe_Grano_1kg,19
2026-01-11,Vasos_Descartables_8oz,217
2026-01-11,Leche_Almendra_1L,32
2026-01-11,Azucar_Blanca_500g,7
2026-01-11,Jarabe_Vainilla,5
2026-01-12,Cafe_Grano_1kg,16
2026-01-12,Vasos_Descartables_8oz,204
2026-01-12,Leche_Almendra_1L,25
2026-01-12,Azucar_Blanca_500g,6
2026-01-12,Jarabe_Vainilla,2
2026-01-13,Cafe_Grano_1kg,12
2026-01-13,Vasos_Descartables_8oz,199
2026-01-13,Leche_Almendra_1L,23
2026-01-13,Azucar_Blanca_500g,5
2026-01-13,Jarabe_Vainilla,2
2026-01-14,Cafe_Grano_1kg,5
2026-01-14,Vasos_Descartables_8oz,193
2026-01-14,Leche_Almendra_1L,31
2026-01-14,Azucar_Blanca_500g,4
2026-01-14,Jarabe_Vainilla,1
2026-01-15,Cafe_Grano_1kg,15
2026-01-15,Vasos_Descartables_8oz,200
2026-01-15,Leche_Almendra_1L,26
2026-01-15,Azucar_Blanca_500g,9
2026-01-15,Jarabe_Vainilla,1
2026-01-16,Cafe_Grano_1kg,12
2026-01-16,Vasos_Descartables_8oz,204
2026-01-16,Leche_Almendra_1L,22
2026-01-16,Azucar_Blanca_500g,4
2026-01-16,Jarabe_Vainilla,1
2026-01-17,Cafe_Grano_1kg,17
2026-01-17,Vasos_Descartables_8oz,194
2026-01-17,Leche_Almendra_1L,39
2026-01-17,Azucar_Blanca_500g,4
2026-01-17,Jarabe_Vainilla,2
2026-01-18,Cafe_Grano_1kg,14
2026-01-18,Vasos_Descartables_8oz,199
2026-01-18,Leche_Almendra_1L,17
2026-01-18,Azucar_Blanca_500g,8
2026-01-18,Jarabe_Vainilla,7
2026-01-19,Cafe_Grano_1kg,13
2026-01-19,Vasos_Descartables_8oz,195
2026-01-19,Leche_Almendra_1L,33
2026-01-19,Azucar_Blanca_500g,3
2026-01-19,Jarabe_Vainilla,2
2026-01-20,Cafe_Grano_1kg,17
2026-01-20,Vasos_Descartables_8oz,174
2026-01-20,Leche_Almendra_1L,27
2026-01-20,Azucar_Blanca_500g,6
2026-01-20,Jarabe_Vainilla,1
2026-01-21,Cafe_Grano_1kg,14
2026-01-21,Vasos_Descartables_8oz,184
2026-01-21,Leche_Almendra_1L,34
2026-01-21,Azucar_Blanca_500g,6
2026-01-21,Jarabe_Vainilla,5
2026-01-22,Cafe_Grano_1kg,13
2026-01-22,Vasos_Descartables_8oz,183
2026-01-22,Leche_Almendra_1L,31
2026-01-22,Azucar_Blanca_500g,4
2026-01-22,Jarabe_Vainilla,1
2026-01-23,Cafe_Grano_1kg,16
2026-01-23,Vasos_Descartables_8oz,203
2026-01-23,Leche_Almendra_1L,29
2026-01-23,Azucar_Blanca_500g,8
2026-01-23,Jarabe_Vainilla,0
2026-01-24,Cafe_Grano_1kg,15
2026-01-24,Vasos_Descartables_8oz,223
2026-01-24,Leche_Almendra_1L,30
2026-01-24,Azucar_Blanca_500g,4
2026-01-24,Jarabe_Vainilla,5
2026-01-25,Cafe_Grano_1kg,20
2026-01-25,Vasos_Descartables_8oz,195
2026-01-25,Leche_Almendra_1L,25
2026-01-25,Azucar_Blanca_500g,11
2026-01-25,Jarabe_Vainilla,2
2026-01-26,Cafe_Grano_1kg,14
2026-01-26,Vasos_Descartables_8oz,205
2026-01-26,Leche_Almendra_1L,33
2026-01-26,Azucar_Blanca_500g,5
2026-01-26,Jarabe_Vainilla,2
2026-01-27,Cafe_Grano_1kg,19
2026-01-27,Vasos_Descartables_8oz,216
2026-01-27,Leche_Almendra_1L,23
2026-01-27,Azucar_Blanca_500g,7
2026-01-27,Jarabe_Vainilla,2
2026-01-28,Cafe_Grano_1kg,13
2026-01-28,Vasos_Descartables_8oz,201
2026-01-28,Leche_Almendra_1L,20
2026-01-28,Azucar_Blanca_500g,3
2026-01-28,Jarabe_Vainilla,2
2026-01-29,Cafe_Grano_1kg,12
2026-01-29,Vasos_Descartables_8oz,226
2026-01-29,Leche_Almendra_1L,39
2026-01-29,Azucar_Blanca_500g,7
2026-01-29,Jarabe_Vainilla,5
2026-01-30,Cafe_Grano_1kg,17
2026-01-30,Vasos_Descartables_8oz,209
2026-01-30,Leche_Almendra_1L,35
2026-01-30,Azucar_Blanca_500g,5
2026-01-30,Jarabe_Vainilla,2
2026-01-31,Cafe_Grano_1kg,18
2026-01-31,Vasos_Descartables_8oz,167
2026-01-31,Leche_Almendra_1L,33
2026-01-31,Azucar_Blanca_500g,1
2026-01-31,Jarabe_Vainilla,3
2026-02-01,Cafe_Grano_1kg,13
2026-02-01,Vasos_Descartables_8oz,216
2026-02-01,Leche_Almendra_1L,29
2026-02-01,Azucar_Blanca_500g,5
2026-02-01,Jarabe_Vainilla,2
2026-02-02,Cafe_Grano_1kg,11
2026-02-02,Vasos_Descartables_8oz,209
2026-02-02,Leche_Almendra_1L,22
2026-02-02,Azucar_Blanca_500g,4
2026-02-02,Jarabe_Vainilla,2
2026-02-03,Cafe_Grano_1kg,13
2026-02-03,Vasos_Descartables_8oz,197
2026-02-03,Leche_Almendra_1L,37
2026-02-03,Azucar_Blanca_500g,7
2026-02-03,Jarabe_Vainilla,4
2026-02-04,Cafe_Grano_1kg,18
2026-02-04,Vasos_Descartables_8oz,220
2026-02-04,Leche_Almendra_1L,28
2026-02-04,Azucar_Blanca_500g,4
2026-02-04,Jarabe_Vainilla,2
2026-02-05,Cafe_Grano_1kg,10
2026-02-05,Vasos_Descartables_8oz,200
2026-02-05,Leche_Almendra_1L,30
2026-02-05,Azucar_Blanca_500g,1
2026-02-05,Jarabe_Vainilla,6
2026-02-06,Cafe_Grano_1kg,28
2026-02-06,Vasos_Descartables_8oz,214
2026-02-06,Leche_Almendra_1L,26
2026-02-06,Azucar_Blanca_500g,5
2026-02-06,Jarabe_Vainilla,4
2026-02-07,Cafe_Grano_1kg,18
2026-02-07,Vasos_Descartables_8oz,196
2026-02-07,Leche_Almendra_1L,19
2026-02-07,Azucar_Blanca_500g,4
2026-02-07,Jarabe_Vainilla,6
2026-02-08,Cafe_Grano_1kg,13
2026-02-08,Vasos_Descartables_8oz,186
2026-02-08,Leche_Almendra_1L,32
2026-02-08,Azucar_Blanca_500g,6
2026-02-08,Jarabe_Vainilla,3
2026-02-09,Cafe_Grano_1kg,7
2026-02-09,Vasos_Descartables_8oz,198
2026-02-09,Leche_Almendra_1L,43
2026-02-09,Azucar_Blanca_500g,3
2026-02-09,Jarabe_Vainilla,4
2026-02-10,Cafe_Grano_1kg,6
2026-02-10,Vasos_Descartables_8oz,198
2026-02-10,Leche_Almendra_1L,37
2026-02-10,Azucar_Blanca_500g,9
2026-02-10,Jarabe_Vainilla,1
2026-02-11,Cafe_Grano_1kg,18
2026-02-11,Vasos_Descartables_8oz,199
2026-02-11,Leche_Almendra_1L,26
2026-02-11,Azucar_Blanca_500g,5
2026-02-11,Jarabe_Vainilla,0
2026-02-12,Cafe_Grano_1kg,12
2026-02-12,Vasos_Descartables_8oz,188
2026-02-12,Leche_Almendra_1L,36
2026-02-12,Azucar_Blanca_500g,2
2026-02-12,Jarabe_Vainilla,2
2026-02-13,Cafe_Grano_1kg,12
2026-02-13,Vasos_Descartables_8oz,195
2026-02-13,Leche_Almendra_1L,42
2026-02-13,Azucar_Blanca_500g,6
2026-02-13,Jarabe_Vainilla,2
2026-02-14,Cafe_Grano_1kg,15
2026-02-14,Vasos_Descartables_8oz,163
2026-02-14,Leche_Almendra_1L,31
2026-02-14,Azucar_Blanca_500g,9
2026-02-14,Jarabe_Vainilla,2
2026-02-15,Cafe_Grano_1kg,16
2026-02-15,Vasos_Descartables_8oz,193
2026-02-15,Leche_Almendra_1L,25
2026-02-15,Azucar_Blanca_500g,6
2026-02-15,Jarabe_Vainilla,4
2026-02-16,Cafe_Grano_1kg,15
2026-02-16,Vasos_Descartables_8oz,197
2026-02-16,Leche_Almendra_1L,23
2026-02-16,Azucar_Blanca_500g,0
2026-02-16,Jarabe_Vainilla,2
2026-02-17,Cafe_Grano_1kg,27
2026-02-17,Vasos_Descartables_8oz,192
2026-02-17,Leche_Almendra_1L,25
2026-02-17,Azucar_Blanca_500g,8
2026-02-17,Jarabe_Vainilla,3
2026-02-18,Cafe_Grano_1kg,14
2026-02-18,Vasos_Descartables_8oz,207
2026-02-18,Leche_Almendra_1L,31
2026-02-18,Azucar_Blanca_500g,4
2026-02-18,Jarabe_Vainilla,2
2026-02-19,Cafe_Grano_1kg,9
2026-02-19,Vasos_Descartables_8oz,200
2026-02-19,Leche_Almendra_1L,40
2026-02-19,Azucar_Blanca_500g,9
2026-02-19,Jarabe_Vainilla,5
2026-02-20,Cafe_Grano_1kg,15
2026-02-20,Vasos_Descartables_8oz,184
2026-02-20,Leche_Almendra_1L,34
2026-02-20,Azucar_Blanca_500g,2
2026-02-20,Jarabe_Vainilla,4
2026-02-21,Cafe_Grano_1kg,19
2026-02-21,Vasos_Descartables_8oz,241
2026-02-21,Leche_Almendra_1L,30
2026-02-21,Azucar_Blanca_500g,5
2026-02-21,Jarabe_Vainilla,2
2026-02-22,Cafe_Grano_1kg,17
2026-02-22,Vasos_Descartables_8oz,189
2026-02-22,Leche_Almendra_1L,31
2026-02-22,Azucar_Blanca_500g,3
2026-02-22,Jarabe_Vainilla,2
2026-02-23,Cafe_Grano_1kg,13
2026-02-23,Vasos_Descartables_8oz,193
2026-02-23,Leche_Almendra_1L,28
2026-02-23,Azucar_Blanca_500g,5
2026-02-23,Jarabe_Vainilla,5
2026-02-24,Cafe_Grano_1kg,14
2026-02-24,Vasos_Descartables_8oz,179
2026-02-24,Leche_Almendra_1L,26
2026-02-24,Azucar_Blanca_500g,3
2026-02-24,Jarabe_Vainilla,2
2026-02-25,Cafe_Grano_1kg,18
2026-02-25,Vasos_Descartables_8oz,197
2026-02-25,Leche_Almendra_1L,28
2026-02-25,Azucar_Blanca_500g,4
2026-02-25,Jarabe_Vainilla,2
2026-02-26,Cafe_Grano_1kg,12
2026-02-26,Vasos_Descartables_8oz,204
2026-02-26,Leche_Almendra_1L,32
2026-02-26,Azucar_Blanca_500g,2
2026-02-26,Jarabe_Vainilla,4
2026-02-27,Cafe_Grano_1kg,16
2026-02-27,Vasos_Descartables_8oz,231
2026-02-27,Leche_Almendra_1L,25
2026-02-27,Azucar_Blanca_500g,3
2026-02-27,Jarabe_Vainilla,4
2026-02-28,Cafe_Grano_1kg,19
2026-02-28,Vasos_Descartables_8oz,179
2026-02-28,Leche_Almendra_1L,29
2026-02-28,Azucar_Blanca_500g,6
2026-02-28,Jarabe_Vainilla,4
2026-03-01,Cafe_Grano_1kg,9
2026-03-01,Vasos_Descartables_8oz,219
2026-03-01,Leche_Almendra_1L,25
2026-03-01,Azucar_Blanca_500g,3
2026-03-01,Jarabe_Vainilla,2
2026-03-02,Cafe_Grano_1kg,22
2026-03-02,Vasos_Descartables_8oz,186
2026-03-02,Leche_Almendra_1L,34
2026-03-02,Azucar_Blanca_500g,5
2026-03-02,Jarabe_Vainilla,4
2026-03-03,Cafe_Grano_1kg,14
2026-03-03,Vasos_Descartables_8oz,189
2026-03-03,Leche_Almendra_1L,29
2026-03-03,Azucar_Blanca_500g,5
2026-03-03,Jarabe_Vainilla,0
2026-03-04,Cafe_Grano_1kg,13
2026-03-04,Vasos_Descartables_8oz,170
2026-03-04,Leche_Almendra_1L,40
2026-03-04,Azucar_Blanca_500g,5
2026-03-04,Jarabe_Vainilla,1
2026-03-05,Cafe_Grano_1kg,19
2026-03-05,Vasos_Descartables_8oz,180
2026-03-05,Leche_Almendra_1L,27
2026-03-05,Azucar_Blanca_500g,7
2026-03-05,Jarabe_Vainilla,5
2026-03-06,Cafe_Grano_1kg,9
2026-03-06,Vasos_Descartables_8oz,202
2026-03-06,Leche_Almendra_1L,33
2026-03-06,Azucar_Blanca_500g,6
2026-03-06,Jarabe_Vainilla,2
2026-03-07,Cafe_Grano_1kg,10
2026-03-07,Vasos_Descartables_8oz,209
2026-03-07,Leche_Almendra_1L,30
2026-03-07,Azucar_Blanca_500g,1
2026-03-07,Jarabe_Vainilla,2
2026-03-08,Cafe_Grano_1kg,13
2026-03-08,Vasos_Descartables_8oz,188
2026-03-08,Leche_Almendra_1L,32
2026-03-08,Azucar_Blanca_500g,2
2026-03-08,Jarabe_Vainilla,4
2026-03-09,Cafe_Grano_1kg,14
2026-03-09,Vasos_Descartables_8oz,208
2026-03-09,Leche_Almendra_1L,24
2026-03-09,Azucar_Blanca_500g,6
2026-03-09,Jarabe_Vainilla,1
2026-03-10,Cafe_Grano_1kg,17
2026-03-10,Vasos_Descartables_8oz,195
2026-03-10,Leche_Almendra_1L,25
2026-03-10,Azucar_Blanca_500g,2
2026-03-10,Jarabe_Vainilla,1
2026-03-11,Cafe_Grano_1kg,16
2026-03-11,Vasos_Descartables_8oz,208
2026-03-11,Leche_Almendra_1L,31
2026-03-11,Azucar_Blanca_500g,7
2026-03-11,Jarabe_Vainilla,2
2026-03-12,Cafe_Grano_1kg,14
2026-03-12,Vasos_Descartables_8oz,222
2026-03-12,Leche_Almendra_1L,20
2026-03-12,Azucar_Blanca_500g,5
2026-03-12,Jarabe_Vainilla,5
2026-03-13,Cafe_Grano_1kg,11
2026-03-13,Vasos_Descartables_8oz,195
2026-03-13,Leche_Almendra_1L,28
2026-03-13,Azucar_Blanca_500g,3
2026-03-13,Jarabe_Vainilla,3
2026-03-14,Cafe_Grano_1kg,15
2026-03-14,Vasos_Descartables_8oz,212
2026-03-14,Leche_Almendra_1L,35
2026-03-14,Azucar_Blanca_500g,6
2026-03-14,Jarabe_Vainilla,6
2026-03-15,Cafe_Grano_1kg,21
2026-03-15,Vasos_Descartables_8oz,205
2026-03-15,Leche_Almendra_1L,30
2026-03-15,Azucar_Blanca_500g,3
2026-03-15,Jarabe_Vainilla,3
2026-03-16,Cafe_Grano_1kg,11
2026-03-16,Vasos_Descartables_8oz,208
2026-03-16,Leche_Almendra_1L,36
2026-03-16,Azucar_Blanca_500g,7
2026-03-16,Jarabe_Vainilla,2
2026-03-17,Cafe_Grano_1kg,16
2026-03-17,Vasos_Descartables_8oz,207
2026-03-17,Leche_Almendra_1L,35
2026-03-17,Azucar_Blanca_500g,3
2026-03-17,Jarabe_Vainilla,1
2026-03-18,Cafe_Grano_1kg,12
2026-03-18,Vasos_Descartables_8oz,219
2026-03-18,Leche_Almendra_1L,31
2026-03-18,Azucar_Blanca_500g,10
2026-03-18,Jarabe_Vainilla,1
2026-03-19,Cafe_Grano_1kg,12
2026-03-19,Vasos_Descartables_8oz,196
2026-03-19,Leche_Almendra_1L,35
2026-03-19,Azucar_Blanca_500g,3
2026-03-19,Jarabe_Vainilla,3
2026-03-20,Cafe_Grano_1kg,19
2026-03-20,Vasos_Descartables_8oz,203
2026-03-20,Leche_Almendra_1L,37
2026-03-20,Azucar_Blanca_500g,8
2026-03-20,Jarabe_Vainilla,3
2026-03-21,Cafe_Grano_1kg,17
2026-03-21,Vasos_Descartables_8oz,209
2026-03-21,Leche_Almendra_1L,18
2026-03-21,Azucar_Blanca_500g,7
2026-03-21,Jarabe_Vainilla,2
2026-03-22,Cafe_Grano_1kg,17
2026-03-22,Vasos_Descartables_8oz,185
2026-03-22,Leche_Almendra_1L,29
2026-03-22,Azucar_Blanca_500g,2
2026-03-22,Jarabe_Vainilla,8
2026-03-23,Cafe_Grano_1kg,10
2026-03-23,Vasos_Descartables_8oz,190
2026-03-23,Leche_Almendra_1L,31
2026-03-23,Azucar_Blanca_500g,2
2026-03-23,Jarabe_Vainilla,1
2026-03-24,Cafe_Grano_1kg,16
2026-03-24,Vasos_Descartables_8oz,220
2026-03-24,Leche_Almendra_1L,25
2026-03-24,Azucar_Blanca_500g,6
2026-03-24,Jarabe_Vainilla,5
2026-03-25,Cafe_Grano_1kg,13
2026-03-25,Vasos_Descartables_8oz,176
2026-03-25,Leche_Almendra_1L,20
2026-03-25,Azucar_Blanca_500g,3
2026-03-25,Jarabe_Vainilla,1
2026-03-26,Cafe_Grano_1kg,26
2026-03-26,Vasos_Descartables_8oz,190
2026-03-26,Leche_Almendra_1L,27
2026-03-26,Azucar_Blanca_500g,3
2026-03-26,Jarabe_Vainilla,1
2026-03-27,Cafe_Grano_1kg,10
2026-03-27,Vasos_Descartables_8oz,218
2026-03-27,Leche_Almendra_1L,21
2026-03-27,Azucar_Blanca_500g,5
2026-03-27,Jarabe_Vainilla,2
2026-03-28,Cafe_Grano_1kg,15
2026-03-28,Vasos_Descartables_8oz,198
2026-03-28,Leche_Almendra_1L,36
2026-03-28,Azucar_Blanca_500g,8
2026-03-28,Jarabe_Vainilla,5
2026-03-29,Cafe_Grano_1kg,18
2026-03-29,Vasos_Descartables_8oz,199
2026-03-29,Leche_Almendra_1L,28
2026-03-29,Azucar_Blanca_500g,4
2026-03-29,Jarabe_Vainilla,2
2026-03-30,Cafe_Grano_1kg,16
2026-03-30,Vasos_Descartables_8oz,200
2026-03-30,Leche_Almendra_1L,25
2026-03-30,Azucar_Blanca_500g,4
2026-03-30,Jarabe_Vainilla,2
2026-03-31,Cafe_Grano_1kg,19
2026-03-31,Vasos_Descartables_8oz,203
2026-03-31,Leche_Almendra_1L,28
2026-03-31,Azucar_Blanca_500g,5
2026-03-31,Jarabe_Vainilla,2
2026-04-01,Cafe_Grano_1kg,20
2026-04-01,Vasos_Descartables_8oz,190
2026-04-01,Leche_Almendra_1L,37
2026-04-01,Azucar_Blanca_500g,5
2026-04-01,Jarabe_Vainilla,2
2026-04-02,Cafe_Grano_1kg,12
2026-04-02,Vasos_Descartables_8oz,199
2026-04-02,Leche_Almendra_1L,34
2026-04-02,Azucar_Blanca_500g,7
2026-04-02,Jarabe_Vainilla,0
2026-04-03,Cafe_Grano_1kg,11
2026-04-03,Vasos_Descartables_8oz,200
2026-04-03,Leche_Almendra_1L,39
2026-04-03,Azucar_Blanca_500g,2
2026-04-03,Jarabe_Vainilla,3
2026-04-04,Cafe_Grano_1kg,12
2026-04-04,Vasos_Descartables_8oz,210
2026-04-04,Leche_Almendra_1L,32
2026-04-04,Azucar_Blanca_500g,5
2026-04-04,Jarabe_Vainilla,5
2026-04-05,Cafe_Grano_1kg,8
2026-04-05,Vasos_Descartables_8oz,215
2026-04-05,Leche_Almendra_1L,35
2026-04-05,Azucar_Blanca_500g,3
2026-04-05,Jarabe_Vainilla,4
2026-04-06,Cafe_Grano_1kg,20
2026-04-06,Vasos_Descartables_8oz,190
2026-04-06,Leche_Almendra_1L,45
2026-04-06,Azucar_Blanca_500g,6
2026-04-06,Jarabe_Vainilla,2
2026-04-07,Cafe_Grano_1kg,11
2026-04-07,Vasos_Descartables_8oz,226
2026-04-07,Leche_Almendra_1L,21
2026-04-07,Azucar_Blanca_500g,5
2026-04-07,Jarabe_Vainilla,8
2026-04-08,Cafe_Grano_1kg,17
2026-04-08,Vasos_Descartables_8oz,196
2026-04-08,Leche_Almendra_1L,27
2026-04-08,Azucar_Blanca_500g,3
2026-04-08,Jarabe_Vainilla,2
2026-04-09,Cafe_Grano_1kg,18
2026-04-09,Vasos_Descartables_8oz,191
2026-04-09,Leche_Almendra_1L,27
2026-04-09,Azucar_Blanca_500g,3
2026-04-09,Jarabe_Vainilla,7
2026-04-10,Cafe_Grano_1kg,21
2026-04-10,Vasos_Descartables_8oz,193
2026-04-10,Leche_Almendra_1L,22
2026-04-10,Azucar_Blanca_500g,4
2026-04-10,Jarabe_Vainilla,2
2026-04-11,Cafe_Grano_1kg,17
2026-04-11,Vasos_Descartables_8oz,179
2026-04-11,Leche_Almendra_1L,31
2026-04-11,Azucar_Blanca_500g,7
2026-04-11,Jarabe_Vainilla,1
2026-04-12,Cafe_Grano_1kg,14
2026-04-12,Vasos_Descartables_8oz,205
2026-04-12,Leche_Almendra_1L,31
2026-04-12,Azucar_Blanca_500g,7
2026-04-12,Jarabe_Vainilla,1
2026-04-13,Cafe_Grano_1kg,15
2026-04-13,Vasos_Descartables_8oz,188
2026-04-13,Leche_Almendra_1L,35
2026-04-13,Azucar_Blanca_500g,4
2026-04-13,Jarabe_Vainilla,3
2026-04-14,Cafe_Grano_1kg,15
2026-04-14,Vasos_Descartables_8oz,184
2026-04-14,Leche_Almendra_1L,34
2026-04-14,Azucar_Blanca_500g,5
2026-04-14,Jarabe_Vainilla,5
2026-04-15,Cafe_Grano_1kg,13
2026-04-15,Vasos_Descartables_8oz,179
2026-04-15,Leche_Almendra_1L,29
2026-04-15,Azucar_Blanca_500g,3
2026-04-15,Jarabe_Vainilla,2
2026-04-16,Cafe_Grano_1kg,14
2026-04-16,Vasos_Descartables_8oz,219
2026-04-16,Leche_Almendra_1L,25
2026-04-16,Azucar_Blanca_500g,11
2026-04-16,Jarabe_Vainilla,3
2026-04-17,Cafe_Grano_1kg,19
2026-04-17,Vasos_Descartables_8oz,216
2026-04-17,Leche_Almendra_1L,28
2026-04-17,Azucar_Blanca_500g,6
2026-04-17,Jarabe_Vainilla,0
2026-04-18,Cafe_Grano_1kg,12
2026-04-18,Vasos_Descartables_8oz,196
2026-04-18,Leche_Almendra_1L,27
2026-04-18,Azucar_Blanca_500g,6
2026-04-18,Jarabe_Vainilla,3
2026-04-19,Cafe_Grano_1kg,23
2026-04-19,Vasos_Descartables_8oz,205
2026-04-19,Leche_Almendra_1L,27
2026-04-19,Azucar_Blanca_500g,3
2026-04-19,Jarabe_Vainilla,3
2026-04-20,Cafe_Grano_1kg,9
2026-04-20,Vasos_Descartables_8oz,207
2026-04-20,Leche_Almendra_1L,24
2026-04-20,Azucar_Blanca_500g,3
2026-04-20,Jarabe_Vainilla,4
2026-04-21,Cafe_Grano_1kg,14
2026-04-21,Vasos_Descartables_8oz,203
2026-04-21,Leche_Almendra_1L,35
2026-04-21,Azucar_Blanca_500g,4
2026-04-21,Jarabe_Vainilla,3
2026-04-22,Cafe_Grano_1kg,13
2026-04-22,Vasos_Descartables_8oz,168
2026-04-22,Leche_Almendra_1L,25
2026-04-22,Azucar_Blanca_500g,6
2026-04-22,Jarabe_Vainilla,2
2026-04-23,Cafe_Grano_1kg,15
2026-04-23,Vasos_Descartables_8oz,193
2026-04-23,Leche_Almendra_1L,30
2026-04-23,Azucar_Blanca_500g,5
2026-04-23,Jarabe_Vainilla,3
2026-04-24,Cafe_Grano_1kg,17
2026-04-24,Vasos_Descartables_8oz,206
2026-04-24,Leche_Almendra_1L,27
2026-04-24,Azucar_Blanca_500g,7
2026-04-24,Jarabe_Vainilla,3
2026-04-25,Cafe_Grano_1kg,17
2026-04-25,Vasos_Descartables_8oz,218
2026-04-25,Leche_Almendra_1L,29
2026-04-25,Azucar_Blanca_500g,5
2026-04-25,Jarabe_Vainilla,5
2026-04-26,Cafe_Grano_1kg,19
2026-04-26,Vasos_Descartables_8oz,191
2026-04-26,Leche_Almendra_1L,35
2026-04-26,Azucar_Blanca_500g,5
2026-04-26,Jarabe_Vainilla,5
2026-04-27,Cafe_Grano_1kg,14
2026-04-27,Vasos_Descartables_8oz,212
2026-04-27,Leche_Almendra_1L,33
2026-04-27,Azucar_Blanca_500g,3
2026-04-27,Jarabe_Vainilla,3
2026-04-28,Cafe_Grano_1kg,18
2026-04-28,Vasos_Descartables_8oz,199
2026-04-28,Leche_Almendra_1L,27
2026-04-28,Azucar_Blanca_500g,1
2026-04-28,Jarabe_Vainilla,1
2026-04-29,Cafe_Grano_1kg,16
2026-04-29,Vasos_Descartables_8oz,202
2026-04-29,Leche_Almendra_1L,26
2026-04-29,Azucar_Blanca_500g,6
2026-04-29,Jarabe_Vainilla,2
2026-04-30,Cafe_Grano_1kg,21
2026-04-30,Vasos_Descartables_8oz,183
2026-04-30,Leche_Almendra_1L,26
2026-04-30,Azucar_Blanca_500g,7
2026-04-30,Jarabe_Vainilla,2
2026-05-01,Cafe_Grano_1kg,17
2026-05-01,Vasos_Descartables_8oz,193
2026-05-01,Leche_Almendra_1L,31
2026-05-01,Azucar_Blanca_500g,4
2026-05-01,Jarabe_Vainilla,1
2026-05-02,Cafe_Grano_1kg,9
2026-05-02,Vasos_Descartables_8oz,209
2026-05-02,Leche_Almendra_1L,26
2026-05-02,Azucar_Blanca_500g,6
2026-05-02,Jarabe_Vainilla,3
2026-05-03,Cafe_Grano_1kg,9
2026-05-03,Vasos_Descartables_8oz,178
2026-05-03,Leche_Almendra_1L,30
2026-05-03,Azucar_Blanca_500g,8
2026-05-03,Jarabe_Vainilla,2
2026-05-04,Cafe_Grano_1kg,16
2026-05-04,Vasos_Descartables_8oz,208
2026-05-04,Leche_Almendra_1L,37
2026-05-04,Azucar_Blanca_500g,3
2026-05-04,Jarabe_Vainilla,4
2026-05-05,Cafe_Grano_1kg,9
2026-05-05,Vasos_Descartables_8oz,203
2026-05-05,Leche_Almendra_1L,21
2026-05-05,Azucar_Blanca_500g,4
2026-05-05,Jarabe_Vainilla,1
2026-05-06,Cafe_Grano_1kg,15
2026-05-06,Vasos_Descartables_8oz,189
2026-05-06,Leche_Almendra_1L,32
2026-05-06,Azucar_Blanca_500g,7
2026-05-06,Jarabe_Vainilla,3
2026-05-07,Cafe_Grano_1kg,13
2026-05-07,Vasos_Descartables_8oz,212
2026-05-07,Leche_Almendra_1L,27
2026-05-07,Azucar_Blanca_500g,6
2026-05-07,Jarabe_Vainilla,3
2026-05-08,Cafe_Grano_1kg,13
2026-05-08,Vasos_Descartables_8oz,184
2026-05-08,Leche_Almendra_1L,28
2026-05-08,Azucar_Blanca_500g,5
2026-05-08,Jarabe_Vainilla,1
2026-05-09,Cafe_Grano_1kg,10
2026-05-09,Vasos_Descartables_8oz,204
2026-05-09,Leche_Almendra_1L,28
2026-05-09,Azucar_Blanca_500g,3
2026-05-09,Jarabe_Vainilla,1
2026-05-10,Cafe_Grano_1kg,16
2026-05-10,Vasos_Descartables_8oz,219
2026-05-10,Leche_Almendra_1L,27
2026-05-10,Azucar_Blanca_500g,5
2026-05-10,Jarabe_Vainilla,1
2026-05-11,Cafe_Grano_1kg,14
2026-05-11,Vasos_Descartables_8oz,176
2026-05-11,Leche_Almendra_1L,34
2026-05-11,Azucar_Blanca_500g,6
2026-05-11,Jarabe_Vainilla,4
2026-05-12,Cafe_Grano_1kg,18
2026-05-12,Vasos_Descartables_8oz,196
2026-05-12,Leche_Almendra_1L,31
2026-05-12,Azucar_Blanca_500g,4
2026-05-12,Jarabe_Vainilla,3
2026-05-13,Cafe_Grano_1kg,10
2026-05-13,Vasos_Descartables_8oz,206
2026-05-13,Leche_Almendra_1L,38
2026-05-13,Azucar_Blanca_500g,2
2026-05-13,Jarabe_Vainilla,7
2026-05-14,Cafe_Grano_1kg,19
2026-05-14,Vasos_Descartables_8oz,196
2026-05-14,Leche_Almendra_1L,31
2026-05-14,Azucar_Blanca_500g,4
2026-05-14,Jarabe_Vainilla,4
2026-05-15,Cafe_Grano_1kg,8
